西元,星期,學年度,民國,生肖年,農曆年,農曆月,農曆日,臺灣國曆節假日,臺灣農曆節假日
2049/2/16,二,137,138/2/16,蛇,己巳,正,十五,,
2049/2/17,三,137,138/2/17,蛇,己巳,正,十六,,
2049/2/18,四,137,138/2/18,蛇,己巳,正,十七,,
2049/2/19,五,137,138/2/19,蛇,己巳,正,十八,,
2049/2/20,六,137,138/2/20,蛇,己巳,正,十九,,
2049/2/21,日,137,138/2/21,蛇,己巳,正,二十,,
2049/2/22,一,137,138/2/22,蛇,己巳,正,廿一,,
2049/2/23,二,137,138/2/23,蛇,己巳,正,廿二,,
2049/2/24,三,137,138/2/24,蛇,己巳,正,廿三,,
2049/2/25,四,137,138/2/25,蛇,己巳,正,廿四,,
2049/2/26,五,137,138/2/26,蛇,己巳,正,廿五,,
2049/2/27,六,137,138/2/27,蛇,己巳,正,廿六,,
2049/2/28,日,137,138/2/28,蛇,己巳,正,廿七,和平紀念日,
2049/3/1,一,137,138/3/1,蛇,己巳,正,廿八,,
2049/3/2,二,137,138/3/2,蛇,己巳,正,廿九,,
2049/3/3,三,137,138/3/3,蛇,己巳,正,三十,,
2049/3/4,四,137,138/3/4,蛇,己巳,二,初一,,
2049/3/5,五,137,138/3/5,蛇,己巳,二,初二,,
2049/3/6,六,137,138/3/6,蛇,己巳,二,初三,,
2049/3/7,日,137,138/3/7,蛇,己巳,二,初四,,
2049/3/8,一,137,138/3/8,蛇,己巳,二,初五,,
2049/3/9,二,137,138/3/9,蛇,己巳,二,初六,,
2049/3/10,三,137,138/3/10,蛇,己巳,二,初七,,
2049/3/11,四,137,138/3/11,蛇,己巳,二,初八,,
2049/3/12,五,137,138/3/12,蛇,己巳,二,初九,,
2049/3/13,六,137,138/3/13,蛇,己巳,二,初十,,
2049/3/14,日,137,138/3/14,蛇,己巳,二,十一,,
2049/3/15,一,137,138/3/15,蛇,己巳,二,十二,,
2049/3/16,二,137,138/3/16,蛇,己巳,二,十三,,
2049/3/17,三,137,138/3/17,蛇,己巳,二,十四,,
2049/3/18,四,137,138/3/18,蛇,己巳,二,十五,,
2049/3/19,五,137,138/3/19,蛇,己巳,二,十六,,
2049/3/20,六,137,138/3/20,蛇,己巳,二,十七,,
2049/3/21,日,137,138/3/21,蛇,己巳,二,十八,,
2049/3/22,一,137,138/3/22,蛇,己巳,二,十九,,
2049/3/23,二,137,138/3/23,蛇,己巳,二,二十,,
2049/3/24,三,137,138/3/24,蛇,己巳,二,廿一,,
2049/3/25,四,137,138/3/25,蛇,己巳,二,廿二,,
2049/3/26,五,137,138/3/26,蛇,己巳,二,廿三,,
2049/3/27,六,137,138/3/27,蛇,己巳,二,廿四,,
2049/3/28,日,137,138/3/28,蛇,己巳,二,廿五,,
2049/3/29,一,137,138/3/29,蛇,己巳,二,廿六,,
2049/3/30,二,137,138/3/30,蛇,己巳,二,廿七,,
2049/3/31,三,137,138/3/31,蛇,己巳,二,廿八,,
2049/4/1,四,137,138/4/1,蛇,己巳,二,廿九,,
2049/4/2,五,137,138/4/2,蛇,己巳,三,初一,,
2049/4/3,六,137,138/4/3,蛇,己巳,三,初二,,
2049/4/4,日,137,138/4/4,蛇,己巳,三,初三,兒童節,
2049/4/5,一,137,138/4/5,蛇,己巳,三,初四,,
2049/4/6,二,137,138/4/6,蛇,己巳,三,初五,,
2049/4/7,三,137,138/4/7,蛇,己巳,三,初六,,
2049/4/8,四,137,138/4/8,蛇,己巳,三,初七,,
2049/4/9,五,137,138/4/9,蛇,己巳,三,初八,,
2049/4/10,六,137,138/4/10,蛇,己巳,三,初九,,
2049/4/11,日,137,138/4/11,蛇,己巳,三,初十,,
2049/4/12,一,137,138/4/12,蛇,己巳,三,十一,,
2049/4/13,二,137,138/4/13,蛇,己巳,三,十二,,
2049/4/14,三,137,138/4/14,蛇,己巳,三,十三,,
2049/4/15,四,137,138/4/15,蛇,己巳,三,十四,,
2049/4/16,五,137,138/4/16,蛇,己巳,三,十五,,
2049/4/17,六,137,138/4/17,蛇,己巳,三,十六,,
2049/4/18,日,137,138/4/18,蛇,己巳,三,十七,,
2049/4/19,一,137,138/4/19,蛇,己巳,三,十八,,
2049/4/20,二,137,138/4/20,蛇,己巳,三,十九,,
2049/4/21,三,137,138/4/21,蛇,己巳,三,二十,,
2049/4/22,四,137,138/4/22,蛇,己巳,三,廿一,,
2049/4/23,五,137,138/4/23,蛇,己巳,三,廿二,,
2049/4/24,六,137,138/4/24,蛇,己巳,三,廿三,,
2049/4/25,日,137,138/4/25,蛇,己巳,三,廿四,,
2049/4/26,一,137,138/4/26,蛇,己巳,三,廿五,,
2049/4/27,二,137,138/4/27,蛇,己巳,三,廿六,,
2049/4/28,三,137,138/4/28,蛇,己巳,三,廿七,,
2049/4/29,四,137,138/4/29,蛇,己巳,三,廿八,,
2049/4/30,五,137,138/4/30,蛇,己巳,三,廿九,,
2049/5/1,六,137,138/5/1,蛇,己巳,三,三十,,
2049/5/2,日,137,138/5/2,蛇,己巳,四,初一,,
2049/5/3,一,137,138/5/3,蛇,己巳,四,初二,,
2049/5/4,二,137,138/5/4,蛇,己巳,四,初三,,
2049/5/5,三,137,138/5/5,蛇,己巳,四,初四,,
2049/5/6,四,137,138/5/6,蛇,己巳,四,初五,,
2049/5/7,五,137,138/5/7,蛇,己巳,四,初六,,
2049/5/8,六,137,138/5/8,蛇,己巳,四,初七,,
2049/5/9,日,137,138/5/9,蛇,己巳,四,初八,,
2049/5/10,一,137,138/5/10,蛇,己巳,四,初九,,
2049/5/11,二,137,138/5/11,蛇,己巳,四,初十,,
2049/5/12,三,137,138/5/12,蛇,己巳,四,十一,,
2049/5/13,四,137,138/5/13,蛇,己巳,四,十二,,
2049/5/14,五,137,138/5/14,蛇,己巳,四,十三,,
2049/5/15,六,137,138/5/15,蛇,己巳,四,十四,,
2049/5/16,日,137,138/5/16,蛇,己巳,四,十五,,
2049/5/17,一,137,138/5/17,蛇,己巳,四,十六,,
2049/5/18,二,137,138/5/18,蛇,己巳,四,十七,,
2049/5/19,三,137,138/5/19,蛇,己巳,四,十八,,
2049/5/20,四,137,138/5/20,蛇,己巳,四,十九,,
2049/5/21,五,137,138/5/21,蛇,己巳,四,二十,,
2049/5/22,六,137,138/5/22,蛇,己巳,四,廿一,,
2049/5/23,日,137,138/5/23,蛇,己巳,四,廿二,,
2049/5/24,一,137,138/5/24,蛇,己巳,四,廿三,,
2049/5/25,二,137,138/5/25,蛇,己巳,四,廿四,,
2049/5/26,三,137,138/5/26,蛇,己巳,四,廿五,,
2049/5/27,四,137,138/5/27,蛇,己巳,四,廿六,,
2049/5/28,五,137,138/5/28,蛇,己巳,四,廿七,,
2049/5/29,六,137,138/5/29,蛇,己巳,四,廿八,,
2049/5/30,日,137,138/5/30,蛇,己巳,四,廿九,,
2049/5/31,一,137,138/5/31,蛇,己巳,五,初一,,
2049/6/1,二,137,138/6/1,蛇,己巳,五,初二,,
2049/6/2,三,137,138/6/2,蛇,己巳,五,初三,,
2049/6/3,四,137,138/6/3,蛇,己巳,五,初四,,
2049/6/4,五,137,138/6/4,蛇,己巳,五,初五,,端午節
2049/6/5,六,137,138/6/5,蛇,己巳,五,初六,,
2049/6/6,日,137,138/6/6,蛇,己巳,五,初七,,
2049/6/7,一,137,138/6/7,蛇,己巳,五,初八,,
2049/6/8,二,137,138/6/8,蛇,己巳,五,初九,,
2049/6/9,三,137,138/6/9,蛇,己巳,五,初十,,
2049/6/10,四,137,138/6/10,蛇,己巳,五,十一,,
2049/6/11,五,137,138/6/11,蛇,己巳,五,十二,,
2049/6/12,六,137,138/6/12,蛇,己巳,五,十三,,
2049/6/13,日,137,138/6/13,蛇,己巳,五,十四,,
2049/6/14,一,137,138/6/14,蛇,己巳,五,十五,,
2049/6/15,二,137,138/6/15,蛇,己巳,五,十六,,
2049/6/16,三,137,138/6/16,蛇,己巳,五,十七,,
2049/6/17,四,137,138/6/17,蛇,己巳,五,十八,,
2049/6/18,五,137,138/6/18,蛇,己巳,五,十九,,
2049/6/19,六,137,138/6/19,蛇,己巳,五,二十,,
2049/6/20,日,137,138/6/20,蛇,己巳,五,廿一,,
2049/6/21,一,137,138/6/21,蛇,己巳,五,廿二,,
2049/6/22,二,137,138/6/22,蛇,己巳,五,廿三,,
2049/6/23,三,137,138/6/23,蛇,己巳,五,廿四,,
2049/6/24,四,137,138/6/24,蛇,己巳,五,廿五,,
2049/6/25,五,137,138/6/25,蛇,己巳,五,廿六,,
2049/6/26,六,137,138/6/26,蛇,己巳,五,廿七,,
2049/6/27,日,137,138/6/27,蛇,己巳,五,廿八,,
2049/6/28,一,137,138/6/28,蛇,己巳,五,廿九,,
2049/6/29,二,137,138/6/29,蛇,己巳,五,三十,,
2049/6/30,三,137,138/6/30,蛇,己巳,六,初一,,
2049/7/1,四,137,138/7/1,蛇,己巳,六,初二,,
2049/7/2,五,137,138/7/2,蛇,己巳,六,初三,,
2049/7/3,六,137,138/7/3,蛇,己巳,六,初四,,
2049/7/4,日,137,138/7/4,蛇,己巳,六,初五,,
2049/7/5,一,137,138/7/5,蛇,己巳,六,初六,,
2049/7/6,二,137,138/7/6,蛇,己巳,六,初七,,
2049/7/7,三,137,138/7/7,蛇,己巳,六,初八,,
2049/7/8,四,137,138/7/8,蛇,己巳,六,初九,,
2049/7/9,五,137,138/7/9,蛇,己巳,六,初十,,
2049/7/10,六,137,138/7/10,蛇,己巳,六,十一,,
2049/7/11,日,137,138/7/11,蛇,己巳,六,十二,,
2049/7/12,一,137,138/7/12,蛇,己巳,六,十三,,
2049/7/13,二,137,138/7/13,蛇,己巳,六,十四,,
2049/7/14,三,137,138/7/14,蛇,己巳,六,十五,,
2049/7/15,四,137,138/7/15,蛇,己巳,六,十六,,
2049/7/16,五,137,138/7/16,蛇,己巳,六,十七,,
2049/7/17,六,137,138/7/17,蛇,己巳,六,十八,,
2049/7/18,日,137,138/7/18,蛇,己巳,六,十九,,
2049/7/19,一,137,138/7/19,蛇,己巳,六,二十,,
2049/7/20,二,137,138/7/20,蛇,己巳,六,廿一,,
2049/7/21,三,137,138/7/21,蛇,己巳,六,廿二,,
2049/7/22,四,137,138/7/22,蛇,己巳,六,廿三,,
2049/7/23,五,137,138/7/23,蛇,己巳,六,廿四,,
2049/7/24,六,137,138/7/24,蛇,己巳,六,廿五,,
2049/7/25,日,137,138/7/25,蛇,己巳,六,廿六,,
2049/7/26,一,137,138/7/26,蛇,己巳,六,廿七,,
2049/7/27,二,137,138/7/27,蛇,己巳,六,廿八,,
2049/7/28,三,137,138/7/28,蛇,己巳,六,廿九,,
2049/7/29,四,137,138/7/29,蛇,己巳,六,三十,,
2049/7/30,五,137,138/7/30,蛇,己巳,七,初一,,
2049/7/31,六,137,138/7/31,蛇,己巳,七,初二,,
2049/8/1,日,138,138/8/1,蛇,己巳,七,初三,,
2049/8/2,一,138,138/8/2,蛇,己巳,七,初四,,
2049/8/3,二,138,138/8/3,蛇,己巳,七,初五,,
2049/8/4,三,138,138/8/4,蛇,己巳,七,初六,,
2049/8/5,四,138,138/8/5,蛇,己巳,七,初七,,
2049/8/6,五,138,138/8/6,蛇,己巳,七,初八,,
2049/8/7,六,138,138/8/7,蛇,己巳,七,初九,,
2049/8/8,日,138,138/8/8,蛇,己巳,七,初十,,
2049/8/9,一,138,138/8/9,蛇,己巳,七,十一,,
2049/8/10,二,138,138/8/10,蛇,己巳,七,十二,,
2049/8/11,三,138,138/8/11,蛇,己巳,七,十三,,
2049/8/12,四,138,138/8/12,蛇,己巳,七,十四,,
2049/8/13,五,138,138/8/13,蛇,己巳,七,十五,,
2049/8/14,六,138,138/8/14,蛇,己巳,七,十六,,
2049/8/15,日,138,138/8/15,蛇,己巳,七,十七,,
2049/8/16,一,138,138/8/16,蛇,己巳,七,十八,,
2049/8/17,二,138,138/8/17,蛇,己巳,七,十九,,
2049/8/18,三,138,138/8/18,蛇,己巳,七,二十,,
2049/8/19,四,138,138/8/19,蛇,己巳,七,廿一,,
2049/8/20,五,138,138/8/20,蛇,己巳,七,廿二,,
2049/8/21,六,138,138/8/21,蛇,己巳,七,廿三,,
2049/8/22,日,138,138/8/22,蛇,己巳,七,廿四,,
2049/8/23,一,138,138/8/23,蛇,己巳,七,廿五,,
2049/8/24,二,138,138/8/24,蛇,己巳,七,廿六,,
2049/8/25,三,138,138/8/25,蛇,己巳,七,廿七,,
2049/8/26,四,138,138/8/26,蛇,己巳,七,廿八,,
2049/8/27,五,138,138/8/27,蛇,己巳,七,廿九,,
2049/8/28,六,138,138/8/28,蛇,己巳,八,初一,,
2049/8/29,日,138,138/8/29,蛇,己巳,八,初二,,
2049/8/30,一,138,138/8/30,蛇,己巳,八,初三,,
2049/8/31,二,138,138/8/31,蛇,己巳,八,初四,,
2049/9/1,三,138,138/9/1,蛇,己巳,八,初五,,
2049/9/2,四,138,138/9/2,蛇,己巳,八,初六,,
2049/9/3,五,138,138/9/3,蛇,己巳,八,初七,,
2049/9/4,六,138,138/9/4,蛇,己巳,八,初八,,
2049/9/5,日,138,138/9/5,蛇,己巳,八,初九,,
2049/9/6,一,138,138/9/6,蛇,己巳,八,初十,,
2049/9/7,二,138,138/9/7,蛇,己巳,八,十一,,
2049/9/8,三,138,138/9/8,蛇,己巳,八,十二,,
2049/9/9,四,138,138/9/9,蛇,己巳,八,十三,,
2049/9/10,五,138,138/9/10,蛇,己巳,八,十四,,
2049/9/11,六,138,138/9/11,蛇,己巳,八,十五,,中秋節
2049/9/12,日,138,138/9/12,蛇,己巳,八,十六,,
2049/9/13,一,138,138/9/13,蛇,己巳,八,十七,,
2049/9/14,二,138,138/9/14,蛇,己巳,八,十八,,
2049/9/15,三,138,138/9/15,蛇,己巳,八,十九,,
2049/9/16,四,138,138/9/16,蛇,己巳,八,二十,,
2049/9/17,五,138,138/9/17,蛇,己巳,八,廿一,,
2049/9/18,六,138,138/9/18,蛇,己巳,八,廿二,,
2049/9/19,日,138,138/9/19,蛇,己巳,八,廿三,,
2049/9/20,一,138,138/9/20,蛇,己巳,八,廿四,,
2049/9/21,二,138,138/9/21,蛇,己巳,八,廿五,,
2049/9/22,三,138,138/9/22,蛇,己巳,八,廿六,,
2049/9/23,四,138,138/9/23,蛇,己巳,八,廿七,,
2049/9/24,五,138,138/9/24,蛇,己巳,八,廿八,,
2049/9/25,六,138,138/9/25,蛇,己巳,八,廿九,,
2049/9/26,日,138,138/9/26,蛇,己巳,八,三十,,
2049/9/27,一,138,138/9/27,蛇,己巳,九,初一,,
2049/9/28,二,138,138/9/28,蛇,己巳,九,初二,,
2049/9/29,三,138,138/9/29,蛇,己巳,九,初三,,
2049/9/30,四,138,138/9/30,蛇,己巳,九,初四,,
2049/10/1,五,138,138/10/1,蛇,己巳,九,初五,,
2049/10/2,六,138,138/10/2,蛇,己巳,九,初六,,
2049/10/3,日,138,138/10/3,蛇,己巳,九,初七,,
2049/10/4,一,138,138/10/4,蛇,己巳,九,初八,,
2049/10/5,二,138,138/10/5,蛇,己巳,九,初九,,
2049/10/6,三,138,138/10/6,蛇,己巳,九,初十,,
2049/10/7,四,138,138/10/7,蛇,己巳,九,十一,,
2049/10/8,五,138,138/10/8,蛇,己巳,九,十二,,
2049/10/9,六,138,138/10/9,蛇,己巳,九,十三,,
2049/10/10,日,138,138/10/10,蛇,己巳,九,十四,國慶日,
2049/10/11,一,138,138/10/11,蛇,己巳,九,十五,,
2049/10/12,二,138,138/10/12,蛇,己巳,九,十六,,
2049/10/13,三,138,138/10/13,蛇,己巳,九,十七,,
2049/10/14,四,138,138/10/14,蛇,己巳,九,十八,,
2049/10/15,五,138,138/10/15,蛇,己巳,九,十九,,
2049/10/16,六,138,138/10/16,蛇,己巳,九,二十,,
2049/10/17,日,138,138/10/17,蛇,己巳,九,廿一,,
2049/10/18,一,138,138/10/18,蛇,己巳,九,廿二,,
2049/10/19,二,138,138/10/19,蛇,己巳,九,廿三,,
2049/10/20,三,138,138/10/20,蛇,己巳,九,廿四,,
2049/10/21,四,138,138/10/21,蛇,己巳,九,廿五,,
2049/10/22,五,138,138/10/22,蛇,己巳,九,廿六,,
2049/10/23,六,138,138/10/23,蛇,己巳,九,廿七,,
2049/10/24,日,138,138/10/24,蛇,己巳,九,廿八,,
2049/10/25,一,138,138/10/25,蛇,己巳,九,廿九,,
2049/10/26,二,138,138/10/26,蛇,己巳,九,三十,,
2049/10/27,三,138,138/10/27,蛇,己巳,十,初一,,
2049/10/28,四,138,138/10/28,蛇,己巳,十,初二,,
2049/10/29,五,138,138/10/29,蛇,己巳,十,初三,,
2049/10/30,六,138,138/10/30,蛇,己巳,十,初四,,
2049/10/31,日,138,138/10/31,蛇,己巳,十,初五,,
2049/11/1,一,138,138/11/1,蛇,己巳,十,初六,,
2049/11/2,二,138,138/11/2,蛇,己巳,十,初七,,
2049/11/3,三,138,138/11/3,蛇,己巳,十,初八,,
2049/11/4,四,138,138/11/4,蛇,己巳,十,初九,,
2049/11/5,五,138,138/11/5,蛇,己巳,十,初十,,
2049/11/6,六,138,138/11/6,蛇,己巳,十,十一,,
2049/11/7,日,138,138/11/7,蛇,己巳,十,十二,,
2049/11/8,一,138,138/11/8,蛇,己巳,十,十三,,
2049/11/9,二,138,138/11/9,蛇,己巳,十,十四,,
2049/11/10,三,138,138/11/10,蛇,己巳,十,十五,,
2049/11/11,四,138,138/11/11,蛇,己巳,十,十六,,
2049/11/12,五,138,138/11/12,蛇,己巳,十,十七,,
2049/11/13,六,138,138/11/13,蛇,己巳,十,十八,,
2049/11/14,日,138,138/11/14,蛇,己巳,十,十九,,
2049/11/15,一,138,138/11/15,蛇,己巳,十,二十,,
2049/11/16,二,138,138/11/16,蛇,己巳,十,廿一,,
2049/11/17,三,138,138/11/17,蛇,己巳,十,廿二,,
2049/11/18,四,138,138/11/18,蛇,己巳,十,廿三,,
2049/11/19,五,138,138/11/19,蛇,己巳,十,廿四,,
2049/11/20,六,138,138/11/20,蛇,己巳,十,廿五,,
2049/11/21,日,138,138/11/21,蛇,己巳,十,廿六,,
2049/11/22,一,138,138/11/22,蛇,己巳,十,廿七,,
2049/11/23,二,138,138/11/23,蛇,己巳,十,廿八,,
2049/11/24,三,138,138/11/24,蛇,己巳,十,廿九,,
2049/11/25,四,138,138/11/25,蛇,己巳,冬,初一,,
2049/11/26,五,138,138/11/26,蛇,己巳,冬,初二,,
2049/11/27,六,138,138/11/27,蛇,己巳,冬,初三,,
2049/11/28,日,138,138/11/28,蛇,己巳,冬,初四,,
2049/11/29,一,138,138/11/29,蛇,己巳,冬,初五,,
2049/11/30,二,138,138/11/30,蛇,己巳,冬,初六,,
2049/12/1,三,138,138/12/1,蛇,己巳,冬,初七,,
2049/12/2,四,138,138/12/2,蛇,己巳,冬,初八,,
2049/12/3,五,138,138/12/3,蛇,己巳,冬,初九,,
2049/12/4,六,138,138/12/4,蛇,己巳,冬,初十,,
2049/12/5,日,138,138/12/5,蛇,己巳,冬,十一,,
2049/12/6,一,138,138/12/6,蛇,己巳,冬,十二,,
2049/12/7,二,138,138/12/7,蛇,己巳,冬,十三,,
2049/12/8,三,138,138/12/8,蛇,己巳,冬,十四,,
2049/12/9,四,138,138/12/9,蛇,己巳,冬,十五,,
2049/12/10,五,138,138/12/10,蛇,己巳,冬,十六,,
2049/12/11,六,138,138/12/11,蛇,己巳,冬,十七,,
2049/12/12,日,138,138/12/12,蛇,己巳,冬,十八,,
2049/12/13,一,138,138/12/13,蛇,己巳,冬,十九,,
2049/12/14,二,138,138/12/14,蛇,己巳,冬,二十,,
2049/12/15,三,138,138/12/15,蛇,己巳,冬,廿一,,
2049/12/16,四,138,138/12/16,蛇,己巳,冬,廿二,,
2049/12/17,五,138,138/12/17,蛇,己巳,冬,廿三,,
2049/12/18,六,138,138/12/18,蛇,己巳,冬,廿四,,
2049/12/19,日,138,138/12/19,蛇,己巳,冬,廿五,,
2049/12/20,一,138,138/12/20,蛇,己巳,冬,廿六,,
2049/12/21,二,138,138/12/21,蛇,己巳,冬,廿七,,
2049/12/22,三,138,138/12/22,蛇,己巳,冬,廿八,,
2049/12/23,四,138,138/12/23,蛇,己巳,冬,廿九,,
2049/12/24,五,138,138/12/24,蛇,己巳,冬,三十,,
2049/12/25,六,138,138/12/25,蛇,己巳,腊,初一,,
2049/12/26,日,138,138/12/26,蛇,己巳,腊,初二,,
2049/12/27,一,138,138/12/27,蛇,己巳,腊,初三,,
2049/12/28,二,138,138/12/28,蛇,己巳,腊,初四,,
2049/12/29,三,138,138/12/29,蛇,己巳,腊,初五,,
2049/12/30,四,138,138/12/30,蛇,己巳,腊,初六,,
2049/12/31,五,138,138/12/31,蛇,己巳,腊,初七,,
2050/1/1,六,138,139/1/1,蛇,己巳,腊,初八,開國紀念日,
2050/1/2,日,138,139/1/2,蛇,己巳,腊,初九,,
2050/1/3,一,138,139/1/3,蛇,己巳,腊,初十,,
2050/1/4,二,138,139/1/4,蛇,己巳,腊,十一,,
2050/1/5,三,138,139/1/5,蛇,己巳,腊,十二,,
2050/1/6,四,138,139/1/6,蛇,己巳,腊,十三,,
2050/1/7,五,138,139/1/7,蛇,己巳,腊,十四,,
2050/1/8,六,138,139/1/8,蛇,己巳,腊,十五,,
2050/1/9,日,138,139/1/9,蛇,己巳,腊,十六,,
2050/1/10,一,138,139/1/10,蛇,己巳,腊,十七,,
2050/1/11,二,138,139/1/11,蛇,己巳,腊,十八,,
2050/1/12,三,138,139/1/12,蛇,己巳,腊,十九,,
2050/1/13,四,138,139/1/13,蛇,己巳,腊,二十,,
2050/1/14,五,138,139/1/14,蛇,己巳,腊,廿一,,
2050/1/15,六,138,139/1/15,蛇,己巳,腊,廿二,,
2050/1/16,日,138,139/1/16,蛇,己巳,腊,廿三,,
2050/1/17,一,138,139/1/17,蛇,己巳,腊,廿四,,
2050/1/18,二,138,139/1/18,蛇,己巳,腊,廿五,,
2050/1/19,三,138,139/1/19,蛇,己巳,腊,廿六,,
2050/1/20,四,138,139/1/20,蛇,己巳,腊,廿七,,
2050/1/21,五,138,139/1/21,蛇,己巳,腊,廿八,,
2050/1/22,六,138,139/1/22,蛇,己巳,腊,廿九,,除夕
2050/1/23,日,138,139/1/23,馬,庚午,正,初一,,春節
2050/1/24,一,138,139/1/24,馬,庚午,正,初二,,春節
2050/1/25,二,138,139/1/25,馬,庚午,正,初三,,春節
2050/1/26,三,138,139/1/26,馬,庚午,正,初四,,
2050/1/27,四,138,139/1/27,馬,庚午,正,初五,,
2050/1/28,五,138,139/1/28,馬,庚午,正,初六,,
2050/1/29,六,138,139/1/29,馬,庚午,正,初七,,
2050/1/30,日,138,139/1/30,馬,庚午,正,初八,,
2050/1/31,一,138,139/1/31,馬,庚午,正,初九,,
2050/2/1,二,138,139/2/1,馬,庚午,正,初十,,
2050/2/2,三,138,139/2/2,馬,庚午,正,十一,,
2050/2/3,四,138,139/2/3,馬,庚午,正,十二,,
2050/2/4,五,138,139/2/4,馬,庚午,正,十三,,
2050/2/5,六,138,139/2/5,馬,庚午,正,十四,,
2050/2/6,日,138,139/2/6,馬,庚午,正,十五,,
2050/2/7,一,138,139/2/7,馬,庚午,正,十六,,
2050/2/8,二,138,139/2/8,馬,庚午,正,十七,,
2050/2/9,三,138,139/2/9,馬,庚午,正,十八,,
2050/2/10,四,138,139/2/10,馬,庚午,正,十九,,
2050/2/11,五,138,139/2/11,馬,庚午,正,二十,,
2050/2/12,六,138,139/2/12,馬,庚午,正,廿一,,
2050/2/13,日,138,139/2/13,馬,庚午,正,廿二,,
2050/2/14,一,138,139/2/14,馬,庚午,正,廿三,,
2050/2/15,二,138,139/2/15,馬,庚午,正,廿四,,
2050/2/16,三,138,139/2/16,馬,庚午,正,廿五,,
2050/2/17,四,138,139/2/17,馬,庚午,正,廿六,,
2050/2/18,五,138,139/2/18,馬,庚午,正,廿七,,
2050/2/19,六,138,139/2/19,馬,庚午,正,廿八,,
2050/2/20,日,138,139/2/20,馬,庚午,正,廿九,,
2050/2/21,一,138,139/2/21,馬,庚午,二,初一,,
2050/2/22,二,138,139/2/22,馬,庚午,二,初二,,
2050/2/23,三,138,139/2/23,馬,庚午,二,初三,,
2050/2/24,四,138,139/2/24,馬,庚午,二,初四,,
2050/2/25,五,138,139/2/25,馬,庚午,二,初五,,
2050/2/26,六,138,139/2/26,馬,庚午,二,初六,,
2050/2/27,日,138,139/2/27,馬,庚午,二,初七,,
2050/2/28,一,138,139/2/28,馬,庚午,二,初八,和平紀念日,
2050/3/1,二,138,139/3/1,馬,庚午,二,初九,,
2050/3/2,三,138,139/3/2,馬,庚午,二,初十,,
2050/3/3,四,138,139/3/3,馬,庚午,二,十一,,
2050/3/4,五,138,139/3/4,馬,庚午,二,十二,,
2050/3/5,六,138,139/3/5,馬,庚午,二,十三,,
2050/3/6,日,138,139/3/6,馬,庚午,二,十四,,
2050/3/7,一,138,139/3/7,馬,庚午,二,十五,,
2050/3/8,二,138,139/3/8,馬,庚午,二,十六,,
2050/3/9,三,138,139/3/9,馬,庚午,二,十七,,
2050/3/10,四,138,139/3/10,馬,庚午,二,十八,,
2050/3/11,五,138,139/3/11,馬,庚午,二,十九,,
2050/3/12,六,138,139/3/12,馬,庚午,二,二十,,
2050/3/13,日,138,139/3/13,馬,庚午,二,廿一,,
2050/3/14,一,138,139/3/14,馬,庚午,二,廿二,,
2050/3/15,二,138,139/3/15,馬,庚午,二,廿三,,
2050/3/16,三,138,139/3/16,馬,庚午,二,廿四,,
2050/3/17,四,138,139/3/17,馬,庚午,二,廿五,,
2050/3/18,五,138,139/3/18,馬,庚午,二,廿六,,
2050/3/19,六,138,139/3/19,馬,庚午,二,廿七,,
2050/3/20,日,138,139/3/20,馬,庚午,二,廿八,,
2050/3/21,一,138,139/3/21,馬,庚午,二,廿九,,
2050/3/22,二,138,139/3/22,馬,庚午,二,三十,,
2050/3/23,三,138,139/3/23,馬,庚午,三,初一,,
2050/3/24,四,138,139/3/24,馬,庚午,三,初二,,
2050/3/25,五,138,139/3/25,馬,庚午,三,初三,,
2050/3/26,六,138,139/3/26,馬,庚午,三,初四,,
2050/3/27,日,138,139/3/27,馬,庚午,三,初五,,
2050/3/28,一,138,139/3/28,馬,庚午,三,初六,,
2050/3/29,二,138,139/3/29,馬,庚午,三,初七,,
2050/3/30,三,138,139/3/30,馬,庚午,三,初八,,
2050/3/31,四,138,139/3/31,馬,庚午,三,初九,,
2050/4/1,五,138,139/4/1,馬,庚午,三,初十,,
2050/4/2,六,138,139/4/2,馬,庚午,三,十一,,
2050/4/3,日,138,139/4/3,馬,庚午,三,十二,,
2050/4/4,一,138,139/4/4,馬,庚午,三,十三,兒童節,
2050/4/5,二,138,139/4/5,馬,庚午,三,十四,,
2050/4/6,三,138,139/4/6,馬,庚午,三,十五,,
2050/4/7,四,138,139/4/7,馬,庚午,三,十六,,
2050/4/8,五,138,139/4/8,馬,庚午,三,十七,,
2050/4/9,六,138,139/4/9,馬,庚午,三,十八,,
2050/4/10,日,138,139/4/10,馬,庚午,三,十九,,
2050/4/11,一,138,139/4/11,馬,庚午,三,二十,,
2050/4/12,二,138,139/4/12,馬,庚午,三,廿一,,
2050/4/13,三,138,139/4/13,馬,庚午,三,廿二,,
2050/4/14,四,138,139/4/14,馬,庚午,三,廿三,,
2050/4/15,五,138,139/4/15,馬,庚午,三,廿四,,
2050/4/16,六,138,139/4/16,馬,庚午,三,廿五,,
2050/4/17,日,138,139/4/17,馬,庚午,三,廿六,,
2050/4/18,一,138,139/4/18,馬,庚午,三,廿七,,
2050/4/19,二,138,139/4/19,馬,庚午,三,廿八,,
2050/4/20,三,138,139/4/20,馬,庚午,三,廿九,,
2050/4/21,四,138,139/4/21,馬,庚午,闰三,初一,,
